,This is public NIH award data requested using the NIH RePORTER API on 3/13/25. ,,
,appl_id,project_serial_num,fiscal_year
6820,10746389,CA247957,2024
6821,10747365,CA246547,2024
6822,10307998,CA255196,2022
6823,10310520,CA245535,2022
6824,10532684,CA244233,2023
6825,10527332,CA256927,2023
6826,10523532,CA256740,2023
6827,10526399,CA250082,2023
6828,10977383,CA256481,2024
6829,10756473,CA248192,2024
6830,10744758,CA248175,2024
6831,10746128,CA240839,2024
6832,10442544,CA253475,2022
6833,10599488,CA253368,2022
6834,10819011,CA253368,2023
6835,10445045,CA253368,2022
6836,10663969,CA253368,2023
6837,10891394,CA253368,2024
6838,10687038,CA239694,2023
6839,10874570,CA244532,2024
6840,10443827,CA246315,2022
6841,10665647,CA244532,2023
6842,10432102,CA244532,2022
6843,10650144,CA246315,2023
6844,10923885,CA239694,2024
6845,10479841,CA239694,2022
6846,10889162,CA246315,2024
6847,11160833,CA249939,2024
6848,10656468,CA253013,2023
6849,10888211,CA253013,2024
6850,10452693,CA253013,2022
6851,10643832,CA244768,2023
6852,10410550,CA244768,2022
6853,10264941,CA256157,2022
6854,10620612,CA256157,2023
6855,10788372,CA256157,2024
6856,10400914,CA248166,2022
6857,10683405,CA245969,2023
6858,10894600,CA245270,2024
6859,10623256,CA245270,2023
6860,10439836,CA244780,2022
6861,10684253,CA247307,2023
6862,10454943,CA247307,2022
6863,10447198,CA248890,2022
6864,10877196,CA245969,2024
6865,10857171,CA248890,2024
6866,10472056,CA245969,2022
6867,10407071,CA245270,2022
6868,10462648,CA255563,2022
6869,10849874,CA248166,2024
6870,10876940,CA247307,2024
6871,10678825,CA248166,2023
6872,10657628,CA248890,2023
6873,10653992,CA244780,2023
6874,10893967,CA244780,2024
6875,10916260,CA249973,2024
6876,10652542,CA249973,2023
6877,10435578,CA249973,2022
6878,10686830,CA246209,2023
6879,10877180,CA240493,2024
6880,10669733,CA241758,2023
6881,10927352,CA241758,2024
6882,10686322,CA253650,2023
6883,10472011,CA253650,2022
6884,10475296,CA241758,2022
6885,10928219,CA246209,2024
6886,10463682,CA246209,2022
6887,10476528,CA240493,2022
6888,10664976,CA240493,2023
6889,10897916,CA253650,2024
6890,10474638,CA260415,2022
6891,10687279,CA260415,2023
6892,10898873,CA260415,2024
6893,10475077,CA246606,2022
6894,10907687,CA248059,2024
6895,10668277,CA248059,2023
6896,10440516,CA248059,2022
6897,10442587,CA251443,2022
6898,10667422,CA251443,2023
6899,10911039,CA251443,2024
6900,10738341,CA237213,2023
6901,10441570,CA244491,2022
6902,10615123,CA244491,2024
6903,10414110,CA237213,2022
6904,10849739,CA251275,2024
6905,10616760,CA237213,2023
6906,10843245,CA237213,2024
6907,10977300,CA237213,2024
6908,10413218,CA251275,2022
6909,10643706,CA251275,2023
6910,10669830,CA237213,2022
6911,10404053,CA240603,2022
6912,10473785,CA240779,2022
6913,10652539,CA244866,2023
6914,10919188,CA240779,2024
6915,10439860,CA244866,2022
6916,10401939,CA244359,2022
6917,10840904,CA240603,2024
6918,10829849,CA244359,2024
6919,10668390,CA240779,2023
6920,10630909,CA244359,2023
6921,10626914,CA240603,2023
6922,10894241,CA244866,2024
6923,10405627,CA251245,2022
6924,10404675,CA246590,2022
6925,10408828,CA244500,2022
6926,10407066,CA245507,2022
6927,10406367,CA237602,2022
6928,10411995,CA254047,2022
6929,10413235,CA238478,2023
6930,10413251,CA245318,2022
6931,10403583,CA252940,2022
6932,10479916,CA260414,2022
6933,10479923,CA226086,2022
6934,10461157,CA218133,2022
6935,10690011,CA249851,2023
6936,10899730,CA249921,2024
6937,10670063,CA247220,2023
6938,10610432,CA243904,2023
6939,10421060,CA253244,2022
6940,10414811,CA253977,2022
6941,10415211,CA251150,2022
6942,10415158,CA243904,2022
6943,10627813,CA254047,2023
6944,10633099,CA246590,2023
6945,10627873,CA237602,2023
6946,10626935,CA245499,2023
6947,10645058,CA253977,2023
6948,10703218,CA253111,2023
6949,10819004,CA245054,2023
6950,10839459,CA240299,2024
6951,10840371,CA243904,2024
6952,10854717,CA238478,2024
6953,10851789,CA244667,2024
6954,10906668,CA245054,2024
6955,10977303,CA237602,2024
6956,10427409,CA249921,2022
6957,10415213,CA245499,2022
6958,10678921,CA245507,2023
6959,10397161,CA239200,2022
6960,10401956,CA244185,2022
6961,10443876,CA248742,2022
6962,10880373,CA248742,2024
6963,10852854,CA252940,2024
6964,10857305,CA251150,2024
6965,10853120,CA251245,2024
6966,10860935,CA242845,2024
6967,10850551,CA247220,2024
6968,10860988,CA253605,2024
6969,10896969,CA260414,2024
6970,10700046,CA260414,2023
6971,10631945,CA251245,2023
6972,10643952,CA253028,2023
6973,10630942,CA251612,2023
6974,10631058,CA254397,2023
6975,10650817,CA251150,2023
6976,10904018,CA249851,2024
6977,10906267,CA253111,2024
6978,10407638,CA254397,2022
6979,10653895,CA245314,2023
6980,10598320,CA253605,2022
6981,10426197,CA253605,2022
6982,10413249,CA251612,2022
6983,10614521,CA244185,2023
6984,10616323,CA245054,2022
6985,10612900,CA240299,2023
6986,10844529,CA245499,2024
6987,10909007,CA251612,2024
6988,10699974,CA248742,2023
6989,10722154,CA237602,2023
6990,10627224,CA253244,2022
6991,10643846,CA253445,2023
6992,10674722,CA248532,2023
6993,10663194,CA249921,2023
6994,10684707,CA245054,2023
6995,10737796,CA253605,2023
6996,10852929,CA239200,2024
6997,10861742,CA254397,2024
6998,10851995,CA244185,2024
6999,10890665,CA253028,2024
7000,10684707,CA245054,2023
7001,10663194,CA249921,2023
7002,10854812,CA252222,2024
7003,10852885,CA253445,2024
7004,10410568,CA252222,2022
7005,10405502,CA251817,2022
7006,10403548,CA245314,2022
7007,10407647,CA248532,2022
7008,10413212,CA240299,2022
7009,10413979,CA244667,2022
7010,10410452,CA247220,2022
7011,10413049,CA242845,2022
7012,10408831,CA253028,2022
7013,10615797,CA242845,2023
7014,10622544,CA253605,2023
7015,10621271,CA252940,2023
7016,10840466,CA253977,2024
7017,10843787,CA248532,2024
7018,10839872,CA245314,2024
7019,10864799,CA237602,2024
7020,10862588,CA244500,2024
7021,10669206,CA226086,2023
7022,10677880,CA252222,2023
7023,10432070,CA253445,2022
7024,10470021,CA253111,2022
7025,10471944,CA249851,2022
7026,10641686,CA239200,2023
7027,10631171,CA244667,2023
7028,10631122,CA244500,2023
7029,10900208,CA245318,2023
7030,10874436,CA246590,2024
7031,10872232,CA254047,2024
7032,10913637,CA245318,2024
7033,10977332,CA245054,2024
7034,10414123,CA250329,2022
7035,10632136,CA250329,2023
7036,10912430,CA250329,2024
7037,10600077,CA245134,2023
7038,10416041,CA245134,2022
7039,10830962,CA245134,2024
7040,10396657,CA234715,2022
7041,10832575,CA234715,2024
7042,10636793,CA234715,2023
7043,10415124,CA251566,2022
7044,10629384,CA237827,2023
7045,10524185,CA251566,2022
7046,10410475,CA237827,2022
7047,10827894,CA251566,2024
7048,10623193,CA251566,2023
7049,10834743,CA245533,2024
7050,10394950,CA245533,2022
7051,10620636,CA245533,2023
7052,10927307,CA250527,2024
7053,10478887,CA250527,2022
7054,10524183,CA250527,2022
7055,10737769,CA250527,2023
7056,10691900,CA250527,2023
7057,10839328,CA245716,2024
7058,10770405,CA240965,2024
7059,11103739,CA245716,2024
7060,10553590,CA240965,2023
7061,10232305,CA240965,2022
7062,10745933,CA238457,2024
7063,10410463,CA254367,2022
7064,10320079,CA238457,2022
7065,10517499,CA238457,2023
7066,10655328,CA254367,2023
7067,10873137,CA254367,2024
7068,10406171,CA246586,2022
7069,10599196,CA246586,2023
7070,10834053,CA246586,2024
7071,10885331,CA249867,2023
7072,10908747,CA249867,2024
7073,10913289,CA240818,2024
7074,10930703,CA239701,2024
7075,10840808,CA251112,2024
7076,10830970,CA242914,2024
7077,10833543,CA251155,2024
7078,10524182,CA250065,2022
7079,10499437,CA246626,2022
7080,10611910,CA254179,2023
7081,10611424,CA242914,2023
7082,10617653,CA253627,2023
7083,10614037,CA253329,2023
7084,10599866,CA240818,2023
7085,10630075,CA246620,2023
7086,10625960,CA245671,2023
7087,10622647,CA244559,2022
7088,10398183,CA254112,2022
7089,10738675,CA240818,2022
7090,10829420,CA254179,2024
7091,10763129,CA252484,2023
7092,10819107,CA241810,2023
7093,10617678,CA253573,2023
7094,10605197,CA251155,2023
7095,10614932,CA254271,2023
7096,10616549,CA245395,2023
7097,10606615,CA241810,2023
7098,10380147,CA245671,2022
7099,10394391,CA254271,2022
7100,10391347,CA251112,2022
7101,10393044,CA253215,2022
7102,10383703,CA247763,2022
7103,10623852,CA246620,2022
7104,10643954,CA252484,2024
7105,10626271,CA239701,2022
7106,10404525,CA253329,2022
7107,10402825,CA245395,2022
7108,10400167,CA251599,2022
7109,10397617,CA254179,2022
7110,10401862,CA244189,2022
7111,10410422,CA251361,2022
7112,10406979,CA241501,2022
7113,10827511,CA254271,2024
7114,10821460,CA244189,2024
7115,10416021,CA252484,2022
7116,10847315,CA246553,2024
7117,10866382,CA245395,2024
7118,10861740,CA245671,2024
7119,10832466,CA251939,2024
7120,10400728,CA251939,2022
7121,10406973,CA251911,2022
7122,10400908,CA240555,2023
7123,10400113,CA242914,2022
7124,10380904,CA246553,2023
7125,10391561,CA250276,2022
7126,10394938,CA253627,2022
7127,10391521,CA242747,2022
7128,10418686,CA244559,2022
7129,10453751,CA245097,2022
7130,10643700,CA244189,2023
7131,10629701,CA246620,2022
7132,10621704,CA246626,2023
7133,10622457,CA253215,2023
7134,10615062,CA247763,2024
7135,10605293,CA244559,2023
7136,10674700,CA250065,2023
7137,11034170,CA254112,2023
7138,10611384,CA242747,2023
7139,10830394,CA253573,2024
7140,10849789,CA251911,2024
7141,10832026,CA253627,2024
7142,10833624,CA241810,2024
7143,10832557,CA244270,2024
7144,10892646,CA250065,2024
7145,10830434,CA241501,2024
7146,10668947,CA251599,2023
7147,10598588,CA251361,2023
7148,10398938,CA246620,2022
7149,10401438,CA241810,2022
7150,10400726,CA253573,2022
7151,10398173,CA251155,2022
7152,10390353,CA244270,2022
7153,10613467,CA250276,2023
7154,10615670,CA251939,2023
7155,10615703,CA251112,2023
7156,10605199,CA254112,2023
7157,10605174,CA244270,2023
7158,10836477,CA253329,2024
7159,10832590,CA250276,2024
7160,10830997,CA251361,2024
7161,10833077,CA253215,2024
7162,10672941,CA251911,2023
7163,10789842,CA240555,2024
7164,10795441,CA247763,2023
7165,10369027,CA246626,2022
7166,10624279,CA241501,2023
7167,10456025,CA250065,2022
7168,10829923,CA251599,2024
7169,10902170,CA239701,2023
7170,10903718,CA254112,2024
7171,10977321,CA241810,2024
7172,10421350,CA240447,2022
7173,10652443,CA240447,2023
7174,10871884,CA240447,2024
7175,10778674,CA251872,2023
7176,10713284,CA242742,2023
7177,10418705,CA242742,2022
7178,10663858,CA242742,2023
7179,10885947,CA242742,2024
7180,10652358,CA241156,2023
7181,10443819,CA241156,2022
7182,10737930,CA245301,2023
7183,10524153,CA245301,2022
7184,10219801,CA245301,2022
7185,10600821,CA245301,2023
7186,10796945,CA245301,2024
7187,10651750,CA244413,2023
7188,10436835,CA244413,2022
7189,10656440,CA250506,2023
7190,10430078,CA250506,2022
7191,10866436,CA244413,2024
7192,10885946,CA250506,2024
7193,10653702,CA244326,2023
7194,10437842,CA244326,2022
7195,10442427,CA245005,2022
7196,10871894,CA244326,2024
7197,10656484,CA245005,2023
7198,11100866,CA245005,2024
7199,10884221,CA244520,2024
7200,10650165,CA245063,2023
7201,10650152,CA251686,2023
7202,10654771,CA237654,2023
7203,10852869,CA240816,2024
7204,10442393,CA245063,2022
7205,10417097,CA249799,2022
7206,10653134,CA244188,2023
7207,10650171,CA247769,2023
7208,10654627,CA249929,2023
7209,10646186,CA249799,2023
7210,10427275,CA240323,2022
7211,10634604,CA240816,2023
7212,10640163,CA242168,2023
7213,10424450,CA244188,2022
7214,10440427,CA240816,2022
7215,10854795,CA247769,2024
7216,10433913,CA237654,2022
7217,10443570,CA242168,2022
7218,10434819,CA251686,2022
7219,10434813,CA249929,2022
7220,10459345,CA244520,2022
7221,10454865,CA247769,2022
7222,10646321,CA244520,2023
7223,10869954,CA244188,2024
7224,10862638,CA245063,2024
7225,10880263,CA242168,2024
7226,10875276,CA249929,2024
7227,10865088,CA237654,2024
7228,10647655,CA240323,2023
7229,10880285,CA249799,2024
7230,10877719,CA240323,2024
7231,10877154,CA245739,2024
7232,10875615,CA244777,2024
7233,10599617,CA244777,2022
7234,10456317,CA244777,2022
7235,10977357,CA251753,2024
7236,10669189,CA245739,2023
7237,10668422,CA244777,2023
7238,10436311,CA245739,2022
7239,10641825,CA251753,2023
7240,10826070,CA244777,2023
7241,10854937,CA251753,2024
7242,10431915,CA251753,2022
7243,10599664,CA251753,2022
7244,10759023,CA244777,2023
7245,11010049,CA244777,2024
7246,10737775,CA251753,2023
7247,10861098,CA240952,2024
7248,10874474,CA248901,2024
7249,10429988,CA248901,2022
7250,10655343,CA248901,2023
7251,10654624,CA240952,2023
7252,10428620,CA240952,2022
7253,10418774,CA254403,2022
7254,10977369,CA254403,2024
7255,10977370,CA254403,2024
7256,10817401,CA254403,2023
7257,10742588,CA254403,2023
7258,10894141,CA254403,2024
7259,10663248,CA254403,2023
7260,10661535,CA247790,2023
7261,10442616,CA237369,2022
7262,10428571,CA237016,2022
7263,10413908,CA247790,2022
7264,10652352,CA237016,2023
7265,10694845,CA237369,2023
7266,10877066,CA237369,2024
7267,10867364,CA246729,2024
7268,10455439,CA246729,2022
7269,10669624,CA246729,2023
7270,10891409,CA247790,2024
7271,10873885,CA251331,2024
7272,10880290,CA244327,2024
7273,10874707,CA244825,2024
7274,10524189,CA254100,2022
7275,10658865,CA244327,2023
7276,10647688,CA254100,2023
7277,10665629,CA251331,2023
7278,10674992,CA253651,2023
7279,10430052,CA244327,2022
7280,10641849,CA251158,2023
7281,10873107,CA254100,2024
7282,10873110,CA245386,2024
7283,10431880,CA251158,2022
7284,10427217,CA245386,2022
7285,10695903,CA244825,2023
7286,10880272,CA253651,2024
7287,10879057,CA251158,2024
7288,10437694,CA251331,2022
7289,10450017,CA254100,2022
7290,10437847,CA244825,2022
7291,10797763,CA253651,2024
7292,10737798,CA254100,2023
7293,10649650,CA245386,2023
7294,10462534,CA253651,2022
7295,10437534,CA251872,2022
7296,10634569,CA254576,2023
7297,10414907,CA254576,2022
7298,10421371,CA251872,2022
7299,10431960,CA252216,2022
7300,11010050,CA251872,2024
7301,10653706,CA251730,2023
7302,10669058,CA243577,2023
7303,10880245,CA254576,2024
7304,10877054,CA251872,2024
7305,10430047,CA251730,2022
7306,10449100,CA243577,2022
7307,10524152,CA243577,2022
7308,10645199,CA251872,2023
7309,10880354,CA251730,2024
7310,10881750,CA253460,2024
7311,10876993,CA251138,2024
7312,10669013,CA251138,2023
7313,10654804,CA253460,2023
7314,10653885,CA254342,2023
7315,10872184,CA254342,2024
7316,10426114,CA253460,2022
7317,10434705,CA251138,2022
7318,10457939,CA254342,2022
7319,10881742,CA244936,2024
7320,10897299,CA244213,2024
7321,10460236,CA252966,2022
7322,10650168,CA244213,2023
7323,10687994,CA252966,2023
7324,10918102,CA252966,2024
7325,10441494,CA244936,2022
7326,10657374,CA244936,2023
7327,10434745,CA244213,2022
7328,10162562,CA248398,2023
7329,10599719,CA243511,2022
7330,10872207,CA248430,2024
7331,10877092,CA246592,2024
7332,10891410,CA244171,2024
7333,10893518,CA237500,2024
7334,10896939,CA253615,2024
7335,10880416,CA246653,2024
7336,10922826,CA252752,2024
7337,10873165,CA244588,2024
7338,10896925,CA244361,2024
7339,10877988,CA238515,2024
7340,10880362,CA247500,2024
7341,10874656,CA250516,2024
7342,10524143,CA240582,2022
7343,10650289,CA243449,2023
7344,10650159,CA250459,2023
7345,10657591,CA240646,2023
7346,10660945,CA250214,2023
7347,10646502,CA244729,2023
7348,10861827,CA247666,2024
7349,10866397,CA247497,2024
7350,10861936,CA251608,2024
7351,10472567,CA252311,2022
7352,10457926,CA252707,2022
7353,10438699,CA254354,2022
7354,10442379,CA250516,2022
7355,10442364,CA235096,2022
7356,10442530,CA245502,2022
7357,10441261,CA247500,2022
7358,10438782,CA250214,2022
7359,10442523,CA243383,2022
7360,10641742,CA250211,2023
7361,10642946,CA237318,2023
7362,10640283,CA252707,2023
7363,10625515,CA244361,2023
7364,10632092,CA247379,2023
7365,10639498,CA244601,2022
7366,10436930,CA246688,2022
7367,10430013,CA248430,2022
7368,10428558,CA236911,2022
7369,10433925,CA244588,2022
7370,10425322,CA225996,2022
7371,10431864,CA240646,2022
7372,10436911,CA242917,2022
7373,10418748,CA233619,2022
7374,10436886,CA243449,2022
7375,10433829,CA240582,2022
7376,10428617,CA245277,2022
7377,10436288,CA250067,2022
7378,10737847,CA243188,2023
7379,10737850,CA243511,2023
7380,10454961,CA252937,2022
7381,10705908,CA251198,2022
7382,10704733,CA244344,2023
7383,10652411,CA246182,2023
7384,10652311,CA246592,2023
7385,10653861,CA245081,2023
7386,10652468,CA240726,2023
7387,10651687,CA245277,2023
7388,10670103,CA254354,2023
7389,10669118,CA240582,2023
7390,10671466,CA243188,2023
7391,10668445,CA246722,2023
7392,10665576,CA245502,2023
7393,10663396,CA244601,2023
7394,10665682,CA251589,2023
7395,10666484,CA246688,2023
7396,10685852,CA244344,2022
7397,10684892,CA225996,2023
7398,10682439,CA252937,2023
7399,10870127,CA248315,2024
7400,10871855,CA244579,2024
7401,10977348,CA250211,2024
7402,10977358,CA251950,2024
7403,10981212,CA246182,2024
7404,10223894,CA242839,2022
7405,10658860,CA251816,2023
7406,10647706,CA233619,2023
7407,10650401,CA251198,2023
7408,10657371,CA250516,2023
7409,10659186,CA250018,2023
7410,10656483,CA250067,2023
7411,10656234,CA251527,2023
7412,10655337,CA238515,2023
7413,10650716,CA233567,2023
7414,10454909,CA251848,2022
7415,10670767,CA251608,2023
7416,10684341,CA248398,2022
7417,10670074,CA252057,2023
7418,10671005,CA251448,2023
7419,10679020,CA253615,2023
7420,10665718,CA239719,2023
7421,10442384,CA251405,2022
7422,10440533,CA249615,2022
7423,10417161,CA247666,2022
7424,10434891,CA251425,2022
7425,10396629,CA233567,2022
7426,10636826,CA242917,2023
7427,10623262,CA239302,2023
7428,10641967,CA251405,2023
7429,10640933,CA246653,2023
7430,10412020,CA245059,2022
7431,10410420,CA247497,2022
7432,10407037,CA243001,2022
7433,10778672,CA244729,2023
7434,10756584,CA248398,2023
7435,10799768,CA244361,2023
7436,10818834,CA245311,2023
7437,10819075,CA247500,2023
7438,10474360,CA253302,2022
7439,10442482,CA250459,2022
7440,10439719,CA237500,2022
7441,10421365,CA251950,2022
7442,10442373,CA250503,2022
7443,10441364,CA251527,2022
7444,10434822,CA244729,2022
7445,10447573,CA240759,2022
7446,10432061,CA247379,2022
7447,10437641,CA245081,2022
7448,10437547,CA244729,2022
7449,10438578,CA239302,2022
7450,10737768,CA250503,2023
7451,10712034,CA251589,2023
7452,10524186,CA253302,2022
7453,10694035,CA251848,2023
7454,10714928,CA246182,2023
7455,10866524,CA250067,2024
7456,10861010,CA233619,2024
7457,10851939,CA243188,2024
7458,10866438,CA251448,2024
7459,10866345,CA239302,2024
7460,10889991,CA250211,2024
7461,10889447,CA252752,2023
7462,10880280,CA240646,2024
7463,10877069,CA245081,2024
7464,10880270,CA244838,2024
7465,10883617,CA250503,2024
7466,10877002,CA251816,2024
7467,10878000,CA249843,2024
7468,10915634,CA251198,2024
7469,10918534,CA250211,2023
7470,10977334,CA245546,2024
7471,10977327,CA244361,2024
7472,10977340,CA247500,2024
7473,10977352,CA250211,2024
7474,11075402,CA243511,2024
7475,11063576,CA251950,2024
7476,10442375,CA252752,2022
7477,10418666,CA246653,2022
7478,10431861,CA251608,2022
7479,10414977,CA253615,2022
7480,10441393,CA238515,2022
7481,10425385,CA251589,2022
7482,10434081,CA252057,2022
7483,10434045,CA244838,2022
7484,10442709,CA245546,2022
7485,10442619,CA250018,2022
7486,10428567,CA251198,2022
7487,10427259,CA238745,2022
7488,10441279,CA251883,2022
7489,10436144,CA248315,2022
7490,10430054,CA250211,2022
7491,10362606,CA243511,2022
7492,10459383,CA244144,2022
7493,10524187,CA253615,2022
7494,10204970,CA240639,2022
7495,10627588,CA243188,2022
7496,10650756,CA251950,2023
7497,10658879,CA250905,2023
7498,10661710,CA237500,2023
7499,10651651,CA244838,2023
7500,10640048,CA240639,2023
7501,10654743,CA245059,2023
7502,10656461,CA244931,2023
7503,10657574,CA243001,2023
7504,10654675,CA253320,2023
7505,10656399,CA244171,2023
7506,10621200,CA236911,2023
7507,10688163,CA244588,2023
7508,10911307,CA244601,2024
7509,10910039,CA251848,2024
7510,10977333,CA245311,2024
7511,10926853,CA242839,2024
7512,10578788,CA243511,2023
7513,10582398,CA250503,2022
7514,10656239,CA238745,2023
7515,10654816,CA247666,2023
7516,10654577,CA253316,2023
7517,10676184,CA250503,2023
7518,10747174,CA245546,2023
7519,10737781,CA251848,2023
7520,10861835,CA250905,2024
7521,10866358,CA245277,2024
7522,10847379,CA236911,2024
7523,10690579,CA252311,2023
7524,10872211,CA245311,2024
7525,10873727,CA242917,2024
7526,10880680,CA245059,2024
7527,10877112,CA253320,2024
7528,10886567,CA254354,2024
7529,10877024,CA243383,2024
7530,10721789,CA250211,2023
7531,10873125,CA251589,2024
7532,10892888,CA240759,2024
7533,10891612,CA252937,2024
7534,10895990,CA244931,2024
7535,10877816,CA245502,2024
7536,10880253,CA247379,2024
7537,10886663,CA225996,2024
7538,10886777,CA252057,2024
7539,10875282,CA243001,2024
7540,10874468,CA251883,2024
7541,10894220,CA250214,2024
7542,10794977,CA243511,2024
7543,10677816,CA244144,2023
7544,10533022,CA243188,2022
7545,10867437,CA251405,2024
7546,10862850,CA251950,2024
7547,10408692,CA244931,2022
7548,10598933,CA250211,2022
7549,10868060,CA240759,2023
7550,10868607,CA240582,2024
7551,10867339,CA240726,2024
7552,10861873,CA244144,2024
7553,10860973,CA245546,2024
7554,10852889,CA240639,2024
7555,10668982,CA251425,2023
7556,10671085,CA235096,2023
7557,10663945,CA251664,2023
7558,10665608,CA247500,2023
7559,10689652,CA242839,2023
7560,10684142,CA253655,2023
7561,10441272,CA246182,2022
7562,10442463,CA244579,2022
7563,10439783,CA245311,2022
7564,10450090,CA253655,2022
7565,10442521,CA251664,2022
7566,10450747,CA243188,2022
7567,10421410,CA253320,2022
7568,10425326,CA244526,2022
7569,10436940,CA249843,2022
7570,10425330,CA246722,2022
7571,10414780,CA244361,2022
7572,10431988,CA240726,2022
7573,10425306,CA253316,2022
7574,10434896,CA237318,2022
7575,10818995,CA251950,2023
7576,10479908,CA239719,2022
7577,10457279,CA251448,2022
7578,10456076,CA244171,2022
7579,10737766,CA250211,2023
7580,10740924,CA253615,2023
7581,10778676,CA254354,2023
7582,10654637,CA243383,2023
7583,10646312,CA244579,2023
7584,10653978,CA245546,2023
7585,10655349,CA251883,2023
7586,10656481,CA244526,2023
7587,10650404,CA248430,2023
7588,10660949,CA249843,2023
7589,10626890,CA247497,2023
7590,10634656,CA245311,2023
7591,10458508,CA250905,2022
7592,10438758,CA246592,2022
7593,10439648,CA251816,2022
7594,10522287,CA251848,2022
7595,10688001,CA248315,2023
7596,10880414,CA235096,2024
7597,10880342,CA244729,2024
7598,10878995,CA251527,2024
7599,10880378,CA251425,2024
7600,10874630,CA246688,2024
7601,10874526,CA246722,2024
7602,10892145,CA244344,2024
7603,10878008,CA253316,2024
7604,10880419,CA244526,2024
7605,10880370,CA237318,2024
7606,10890709,CA239719,2024
7607,10878965,CA246182,2024
7608,10873182,CA238745,2024
7609,10880696,CA243449,2024
7610,10885971,CA253655,2024
7611,10912450,CA251664,2024
7612,10910108,CA252311,2024
7613,10918289,CA248398,2024
7614,10977353,CA250503,2024
7615,10985143,CA246182,2024
7616,11010048,CA244729,2024
7617,11010051,CA254354,2024
7618,10414938,CA247624,2022
7619,10842277,CA247624,2024
7620,10667446,CA247624,2023
7621,10410521,CA246368,2022
7622,10641037,CA246368,2023
7623,10415944,CA249765,2022
7624,10683106,CA249765,2023
7625,10874731,CA249765,2024
7626,10846212,CA238387,2023
7627,10652457,CA244281,2023
7628,10407055,CA238387,2022
7629,10410494,CA245977,2022
7630,10756690,CA244281,2022
7631,10914993,CA244281,2024
7632,10842388,CA245977,2024
7633,10620848,CA245977,2023
7634,10414799,CA244281,2022
7635,10932424,CA238387,2024
7636,10668958,CA254037,2024
7637,10412057,CA254037,2022
7638,10626957,CA239645,2023
7639,10489817,CA239645,2022
7640,10852884,CA239645,2024
7641,10626002,CA251595,2023
7642,10439626,CA251595,2022
7643,10838582,CA251595,2024
7644,10695179,CA252468,2023
7645,11031840,CA252468,2023
7646,10643861,CA241125,2023
7647,10413022,CA241125,2022
7648,10452531,CA250499,2022
7649,10871850,CA241125,2024
7650,10472549,CA252468,2022
7651,10653821,CA238624,2023
7652,10413133,CA239030,2022
7653,10839938,CA239030,2024
7654,10631182,CA239030,2023
7655,10414970,CA238624,2022
7656,10166808,CA249127,2022
7657,10176430,CA249506,2022
7658,10897177,CA240374,2024
7659,10872161,CA247281,2024
7660,10846676,CA243529,2024
7661,10840412,CA251600,2024
7662,10652426,CA247707,2023
7663,10852864,CA251928,2024
7664,10854923,CA254402,2024
7665,10857163,CA244182,2024
7666,10852822,CA244212,2024
7667,10853009,CA247833,2024
7668,10851806,CA250012,2024
7669,10615766,CA244212,2023
7670,10616741,CA249419,2023
7671,10614555,CA245871,2023
7672,10617333,CA253617,2023
7673,10622537,CA244182,2023
7674,10620789,CA251394,2023
7675,10598740,CA249506,2023
7676,10598700,CA245673,2022
7677,10633095,CA230355,2023
7678,10625309,CA248493,2023
7679,10629451,CA243142,2024
7680,10632068,CA251764,2023
7681,10632014,CA251710,2023
7682,10640210,CA240529,2023
7683,10434652,CA249467,2023
7684,10436938,CA240529,2022
7685,10415074,CA253658,2022
7686,10434839,CA247234,2022
7687,10405450,CA241713,2022
7688,10405615,CA245673,2022
7689,10410522,CA236814,2022
7690,10407469,CA244236,2022
7691,10405098,CA253617,2022
7692,10407972,CA244170,2022
7693,10738339,CA236814,2023
7694,10401422,CA244350,2023
7695,10412969,CA230355,2022
7696,10406932,CA251764,2022
7697,10674940,CA240496,2023
7698,10675732,CA250850,2023
7699,10676246,CA241817,2024
7700,10851493,CA244236,2022
7701,10848217,CA249419,2024
7702,10852823,CA247234,2024
7703,11138969,CA244569,2024
7704,10654695,CA249211,2023
7705,10659238,CA240374,2023
7706,10615640,CA250012,2023
7707,10621717,CA244370,2023
7708,10620849,CA243454,2023
7709,10598777,CA236814,2022
7710,10689010,CA249506,2024
7711,10684738,CA244170,2023
7712,10610474,CA251928,2023
7713,10620806,CA240706,2023
7714,10612045,CA251698,2023
7715,10621759,CA237404,2023
7716,10674770,CA240418,2023
7717,10414804,CA245871,2022
7718,10418631,CA249419,2022
7719,10397101,CA250012,2022
7720,10397091,CA246785,2022
7721,10626928,CA242020,2023
7722,10627751,CA254402,2023
7723,10623159,CA237536,2023
7724,10623201,CA245864,2023
7725,10630083,CA250011,2023
7726,10402394,CA252037,2022
7727,10405651,CA244569,2022
7728,10410501,CA249219,2022
7729,10407955,CA240808,2022
7730,10405129,CA218116,2022
7731,10413165,CA253975,2022
7732,10408047,CA242020,2022
7733,10413090,CA251698,2022
7734,10412979,CA251600,2022
7735,10401380,CA250011,2022
7736,10405639,CA248493,2022
7737,10404988,CA247281,2022
7738,10412971,CA248507,2022
7739,10408762,CA240418,2022
7740,10403494,CA237332,2022
7741,10737815,CA240529,2023
7742,10504285,CA237404,2022
7743,10524142,CA240529,2022
7744,10703845,CA251764,2022
7745,10843109,CA236814,2024
7746,10866528,CA249127,2024
7747,10851025,CA244673,2024
7748,10851693,CA237332,2024
