"This data is provided to meet the data availability requirements for a scientific publication. Data is derived from NIH's internal datasets and from Digital Science's Dimensions Platform. Data from Digital Science is based on metadata as of March 2024 from Digital Science's Dimensions platform, available at https://app.dimensions.ai/. Access was granted under license agreement with the National Cancer Institute. Researchers interested in exploring the data further should visit the Dimensions platform website.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ppid,researcher_ids,n_pubs,n_nci_funded_pubs,n_nci_funded_projs,nci_role,qual_nci_appl_ids,qual_nci_projs,collab_nci_funded_only,moonshot_pi,min_moonshot_fy,moonshot_projects,med_authors_overall,avg_authors_overall,nci_pub_avg_authors,msfunded_pub_avg_authors,collab_types,n_collab_pubs,n_collab_projs,n_network_collaborators,n_network_coauthors,n_network_copis,n_ms_network_collaborators,n_ms_network_coauthors,n_ms_network_copis,n_collab_nci_docs,n_collab_nci_funded_pubs,n_collab_nci_funded_projs,n_collab_ms_docs,n_collab_msfunded_pubs,n_collab_msfunded_projs,collab_ms_funded_only,collab_post_ms
14825632,ur.014656537233.87,147,54,3,project_pi,10044277; WITHHELDAPPL107; 10544876,R21CA252344,n,n,,,10,14.3,20.9,,Multiple,94,1,105,105,1,,,,41,40,1,,,,,
1967836,ur.01251401736.41,98,55,2,project_pi,10001451; 10232326; 10462570; 9592270; 9786711,R01CA231291,n,n,,,8,8.7,9.6,,Multiple,66,1,20,20,1,,,,41,40,1,,,,,
6774622,ur.0667063306.79,103,44,3,project_pi,10050635; 10092965; 10204171; 10229996; 10244006; 10244024; 10244042; 10292718; 10333539; 10333540; 10333541; 10333542; 10646541; 9209681; 9209694; 9209695; 9209696; 9209697; 9378835; 9422670; 9422687; 9422688; 9422689; 9422690; 9538991; 9636533; 9704314; 9704327; 9704328; 9704329; 9704330; 9756774; 9756775; 9756776; 9756777; 9756778; 9756983; 9757054; 9757055; 9757056; 9757057; 9834007; 9834008; 9834009; 9848513; 9996200; 9996239,P30CA012197,n,n,,,13,14,15.6,,Multiple,80,1,69,67,10,,,,41,40,1,,,,,
6410130,ur.01372465253.15,346,59,1,research_subproject_pi,10194390; 10449086; 9791859; 9994198,P50CA100707,n,n,,,14,13.9,18.5,,Multiple,148,1,65,65,3,,,,41,40,1,,,,,
9991857,ur.0710140773.03; ur.013676111147.79,52,42,3,project_pi,10131150; 10363932; 10380595; 10443932; 9738487; 9878808,R01CA231349; R01CA258540; R01CA262798,n,n,,,17,17.4,18.4,,Multiple,49,1,74,74,1,,,,41,40,1,,,,,
9113419,ur.0702066125.03,174,50,1,project_pi,9228329; 9416094,R01CA123451,n,n,,,6,6.6,8,,Multiple,85,1,20,20,1,,,,41,40,1,,,,,
9237783,ur.013366447000.98; ur.016072744742.24,446,59,2,research_subproject_pi,10302797,P20CA253254,n,n,,,8,11.4,14.8,,Multiple,158,1,112,111,2,,,,41,40,1,,,,,
7605639,ur.01361417762.10,192,57,4,project_pi,10062612; 10105302; 10117210; 10207160; 10362606; 10599719; 9298005; 9333801; 9452038; 9554876; 9637240; 9879709; 9998490,R01CA214043; R01CA243511; R21CA210210,n,n,,,8.5,10.3,11.6,,Multiple,136,1,85,85,2,,,,41,40,1,,,,,
8410099,ur.01251227474.52,189,56,3,project_pi,10238096; 10435230; 9332347; 9529593; 9749959; 9980303,R01CA204373; R21CA263430,n,n,,,12,13,12.5,,Multiple,142,2,59,59,1,,,,41,40,1,,,,,
10524138,ur.0710000701.33,93,43,1,project_pi,10212984; 10452518; 9800448; 9996554,R01CA241618,n,n,,,7,7.9,7.4,,Multiple,75,2,3,3,1,,,,41,40,1,,,,,
1916641,ur.014556165557.42,73,45,1,project_pi,10411238; 9359373; 9517794; 9768387; 9991776,P01CA196569,n,n,,,9,10,9.9,,Multiple,57,3,70,68,6,,,,41,40,1,,,,,
2086857,ur.01020301750.83,74,40,1,project_pi,10020366; 10245082; 10486138; 9816076,R01CA235620,n,n,,,13,28.7,43.4,,Multiple,73,3,117,117,4,,,,41,40,1,,,,,
9012185,ur.01230005626.02,87,48,1,project_pi,9415520,U54CA164336,n,n,,,11,14.6,15.3,,Multiple,63,3,47,45,4,,,,41,40,1,,,,,
10934899,ur.0745635760.65,68,48,3,project_pi,10048434; 10159229; 10441272; 10510244,R01CA246182; R21CA273779,n,n,,,9,10.3,11.5,,Multiple,57,1,53,51,2,,,,42,41,1,,,,,
1901132,ur.01354030510.50,59,45,1,research_subproject_pi,9341917,U54CA143727,n,n,,,6,7,6.7,,Multiple,55,1,20,15,7,,,,42,41,1,,,,,
12295178,ur.01233372520.27,121,54,1,project_pi,9336864,R21CA208968,n,n,,,9,10,10.4,,Multiple,92,1,67,66,1,,,,42,41,1,,,,,
1898839,ur.010562624202.47,85,44,1,project_pi,9353313; 9556978,P01CA066996,n,n,,,14,14.4,17.7,,Multiple,69,1,61,59,8,,,,42,41,1,,,,,
11410576,ur.0616313311.67,87,55,3,project_pi,10505169; 9681602; 9695185; 9982059,R00CA218694; U01CA272529,n,n,,,9,12.9,14.7,,Multiple,61,1,70,70,2,,,,42,41,1,,,,,
11812469,ur.01276457714.18,237,45,1,project_pi,10152550; 10398037; 9926816,U01CA167551,n,n,,,12,19.3,47.5,,Multiple,70,1,114,114,7,,,,42,41,1,,,,,
1894330,ur.0635040071.13; ur.014334237641.26,99,46,1,project_pi,10523013,R01CA266874,n,n,,,11,21.5,33,,Multiple,79,1,97,97,1,,,,42,41,1,,,,,
7039912,ur.014240332477.14,76,54,4,project_pi,10005603; 10142379; 10211264; 10375572; 10392931; 10525194; 9276627; 9487176; 9596728; 9694639; 9916771,R01CA125562; R01CA223231; R01CA252658; U54CA274492,n,n,,,15,17.4,19.6,,Multiple,54,1,93,90,4,,,,42,41,1,,,,,
1883594,ur.01146545556.26,55,43,3,project_pi,10063489; 10304862; 9887273,R01CA233636,n,n,,,6,7.7,7.7,,Multiple,51,1,23,22,1,,,,42,41,1,,,,,
8404995,ur.01360754755.14,167,51,2,project_pi,10201216; 10360535,R03CA259665,n,n,,,10,12.1,12.2,,Multiple,133,1,84,84,1,,,,42,41,1,,,,,
11112095,ur.01316601622.92,52,44,3,project_pi,10076557; 10320909; 10425077; 9427299; 9438784; 9618634; 9717202; 9838183,R03CA212983; R21CA263489; R37CA222793,n,n,,,6,9.4,8.4,,Multiple,49,1,49,48,2,,,,42,41,1,,,,,
10768018,ur.0616765656.87,149,52,3,research_subproject_pi,10443615,P50CA236733,n,n,,,13,13.7,14.5,,Multiple,127,1,76,75,7,,,,42,41,1,,,,,
16563881,ur.01153640412.95; ur.014133173774.75; ur.013543314370.53,611,51,1,project_pi,10280279,R01CA263196,n,n,,,9,24.8,28.7,,Multiple,224,1,120,120,1,,,,42,41,1,,,,,
12033189,ur.01250046355.37,97,62,2,project_pi,10517546,R50CA265339,n,n,,,11,12.5,13.9,,Multiple,55,1,53,51,8,,,,42,41,1,,,,,
2063252,ur.0762617300.63,94,50,1,project_pi,9277433; 9490279,R01CA182905,n,n,,,12,14.3,14.9,,Multiple,76,1,65,65,1,,,,42,41,1,,,,,
10891158,ur.015235304437.41; ur.010536365670.75,580,72,2,project_pi,10217670; 10468064,R01CA249981,n,n,,,15,16.4,22.1,,Multiple,142,1,76,76,1,,,,42,41,1,,,,,
1863618,ur.0741273711.37,113,51,6,project_pi,10118148; 10323319; 10418461; 10510732; 9195702; 9853608,P30CA014236; R01CA174643; R01CA271168; R21CA263414,n,n,,,9,10,12.2,,Multiple,59,1,79,69,17,,,,42,41,1,,,,,
6937543,ur.01161336657.05,93,45,3,project_pi,10017934; 10198851; 10265472; 10300212; 10421329; 10437913; 9271153; 9359223; 9487689; 9567115; 9785421; 9818337; 9968053,P01CA217959; R01CA140198; U01CA263957,n,n,,,14,20.2,25.8,,Multiple,82,1,118,117,5,,,,42,41,1,,,,,
11740618,ur.01053164611.90,86,41,2,project_pi,10071673; 10163805; 10435010; 10438789; 9231392; 9440964; 9654695,R01CA053535; R03CA259883,n,n,,,8,9.4,9.5,,Multiple,86,1,12,12,1,,,,42,41,1,,,,,
1898932,ur.013421601417.86; ur.01335110464.24,167,98,4,project_pi,9188527; 9388914; 9607042; 9828519,R01CA087819,n,n,,,8,8.7,8.7,,Multiple,64,1,67,64,5,,,,42,41,1,,,,,
9146457,ur.0607204327.23,105,48,5,project_pi,10216555; 9247151; 9341198; 9552062; 9768900,R01CA204797; R21CA210023,n,n,,,11,18.5,26.5,,Multiple,83,1,100,100,1,,,,42,41,1,,,,,
1894046,ur.0762142763.76,131,115,5,project_pi,10056193; 10113552; 10303041; 9178627; 9311459; 9458141; 9660915; 9673684; 9838146; 9891029,R01CA069202; R01CA207288,n,n,,,10,10.2,10.4,,Multiple,51,2,59,56,3,,,,42,41,1,,,,,
10995642,ur.01061425303.86,123,55,2,research_subproject_pi,10218091; 10465095; 9704199; 9995449,P01CA229092,n,n,,,17,17.6,19.3,,Multiple,94,2,94,94,4,,,,42,41,1,,,,,
9592404,ur.01372052364.35,176,57,1,research_subproject_pi,9418806; 9568720; 9767097,P20CA202922,n,n,,,9,10.6,13,,Multiple,89,3,70,67,9,,,,42,41,1,,,,,
7736225,ur.01133637541.94,119,45,1,research_subproject_pi,10062936; 10063190; 10332558; 9842704,P30CA006516,n,n,,,8,32,67.7,,Multiple,71,4,212,166,52,,,,42,41,1,,,,,
9020857,ur.01153453573.95; ur.01326766047.04,262,62,1,project_pi,10000856; 10233996; 9308083; 9480735; 9692505,R01CA207240,n,n,,,9,11.6,12.8,,Multiple,107,1,64,64,2,,,,43,42,1,,,,,
14338686,ur.01001515760.27,101,42,1,project_pi,10275329; 10462680,R01CA261898,n,n,,,14,26.6,42.8,,Multiple,72,1,69,69,1,,,,43,42,1,,,,,
12271282,ur.0645365333.96,209,51,1,project_pi,10370587,U01CA267985,n,n,,,11,26.3,72.5,,Multiple,116,1,99,99,1,,,,43,42,1,,,,,
9402147,ur.0767513523.04,163,45,3,project_pi,10092978; 10329967; 9330792; 9532101; 9740898; 9859378,R01CA076287; R01CA230520,n,n,,,16,15.7,15.7,,Multiple,143,1,45,45,1,,,,43,42,1,,,,,
8872384,ur.013272110652.86,317,48,1,project_pi,10134263; 10142706; 10437609; 9546300; 9688511; 9918278,R01CA228512,n,n,,,11,12.4,15.9,,Multiple,166,1,87,87,2,,,,43,42,1,,,,,
6257200,ur.0737427052.58; ur.01227516572.74,86,48,2,project_pi,10183194; 10436951; 9577353; 9698924; 9944468,R01CA229529,n,n,,,12,16,20.4,,Multiple,64,1,98,98,1,,,,43,42,1,,,,,
6160123,ur.014134066117.12,150,49,2,project_pi,9240602; 9394866; 9443599; 9789394,U24CA180803,n,n,,,12,13.4,16.2,,Multiple,84,1,99,99,5,,,,43,42,1,,,,,
12104898,ur.012547141715.18,179,61,1,project_pi,10227677; 9379787; 9518656; 9743098; 9983624,R01CA206911,n,n,,,14,14.3,16.3,,Multiple,110,1,77,77,1,,,,43,42,1,,,,,
8762673,ur.01210605766.79,100,58,4,project_pi,10274930; 10448507; 9401455; 9406103; 9606441,R00CA194318; R37CA261987,n,n,,,7,8.1,9.5,,Multiple,62,1,53,53,1,,,,43,42,1,,,,,
1893639,ur.0752001361.06,51,43,1,project_pi,9274926; 9458091,U24CA086368,n,n,,,6,7.2,7.4,,Multiple,49,1,26,26,2,,,,43,42,1,,,,,
16283798,ur.01235517261.34,251,45,1,research_subproject_pi,10305569; 10488244,U19CA264385,n,n,,,12,13.6,21.7,,Multiple,151,1,117,117,2,,,,43,42,1,,,,,
1896252,ur.01271213207.36; ur.015420172341.84; ur.016264430632.42; ur.0607052315.91,98,58,1,project_pi,10207523; 9265815; 9359372; 9517772; 9517793; 9768378; 9768386; 9991763; 9991775,P01CA196569,n,n,,,9,26.4,39.9,,Multiple,50,1,167,167,4,,,,43,42,1,,,,,
11206593,ur.01230361726.34,118,42,2,project_pi,10539628,R01CA266052,n,n,,,10.5,14.7,12,,Multiple,114,1,51,51,1,,,,43,42,1,,,,,
8646724,ur.01216053342.12,312,77,1,project_pi,9273374; 9477424; 9911923,R01CA132897,n,n,,,8,9.9,9.3,,Multiple,62,1,59,59,1,,,,43,42,1,,,,,
8468823,ur.01102010735.40,164,42,1,project_pi,9329292; 9459474; 9552742; 9598145; 9772842,U01CA199218,n,n,,,8,9.9,13.3,,Multiple,64,1,74,74,6,,,,43,42,1,,,,,
7354298,ur.014541662462.96,109,48,1,project_pi,9535966; 9743742,R01CA207972,n,n,,,12,14.6,18,,Multiple,82,1,83,83,2,,,,43,42,1,,,,,
11024339,ur.0723474462.08,207,49,1,project_pi,9318837; 9452934,R21CA216756,n,n,,,11,11.8,12.5,,Multiple,157,1,71,71,1,,,,43,42,1,,,,,
1877686,ur.010260610322.09; ur.013642453532.17,180,88,1,project_pi,10142760; 10165548; 10165645; 10380980; 10410423; 10410424; 10524068; 9268410; 9440799; 9479025; 9598057; 9855591,P01CA125066,n,n,,,8,8.3,9.8,,Multiple,58,1,32,32,3,,,,43,42,1,,,,,
3121356,ur.01130347417.06,131,49,1,project_pi,9088370; 9516894,R01CA158598,n,n,,,12,12.7,14.5,,Multiple,76,1,94,91,3,,,,43,42,1,,,,,
8706115,ur.0716335262.15,128,53,3,project_pi,10021609; 10164921; 10228006; 10249251; 10480872; 9381396; 9567099; 9661698; 9762870; 9990716,R01CA207365; R01CA236468,n,n,,,7,11.8,7.8,,Multiple,69,1,59,59,1,,,,43,42,1,,,,,
8496191,ur.0772231126.43,146,60,1,research_subproject_pi,10172128; 10390388,P01CA111412,n,n,,,9,10.2,11.6,,Multiple,97,1,71,70,2,,,,43,42,1,,,,,
12198356,ur.01051011230.17,65,42,1,project_pi,10179326; 10436255; 9589964; 9737839; 9953955,R01CA112356,n,n,,,7,8,8.5,,Multiple,53,1,12,12,1,,,,43,42,1,,,,,
10792827,ur.0600427754.19,92,42,1,project_pi,10070085; 9337419; 9617221; 9839514,R01CA201415,n,n,,,8,100.7,19,,Multiple,73,1,32,32,1,,,,43,42,1,,,,,
10311819,ur.01270271012.99,168,46,1,project_pi,9228340; 9437723,R01CA181648,n,n,,,9,93.5,22.9,,Multiple,73,1,35,35,1,,,,43,42,1,,,,,
8726901,ur.0717541175.94,395,136,1,project_pi,10092817; 10328927; 9423012; 9652827; 9849750,R01CA222147,n,n,,,3,4.5,5,,Multiple,68,2,67,67,1,,,,43,42,1,,,,,
7716594,ur.011776060217.95,84,42,4,project_pi,9609101; 9776487,R01CA227671,n,n,,,9,11,12.5,,Multiple,74,2,35,35,1,,,,43,42,1,,,,,
6131214,ur.01207666251.86,154,60,3,project_pi,9330126; 9526449; 9747094; 9882368,R01CA190366,n,n,,,7,8,8,,Multiple,68,2,39,39,2,,,,43,42,1,,,,,
1963365,ur.01032101607.38,171,61,2,project_pi,9225191; 9355016; 9598079,R01CA195466,n,n,,,7,8.1,9,,Multiple,86,3,31,30,4,,,,43,42,1,,,,,
9154486,ur.0731675467.69; ur.012421250147.91; ur.01042577155.12; ur.0652043073.25,141,58,4,project_pi,10426287; 9435839; 9728896,R01CA222833; R21CA224026,n,n,,,6,7.9,8.5,,Multiple,55,3,53,52,3,,,,43,42,1,,,,,
10031347,ur.01175444777.74,82,51,3,project_pi,10425023; 9581106; 9789230,R21CA224874; R21CA270208,n,n,,,6.5,7,7.3,,Multiple,55,3,33,33,2,,,,43,42,1,,,,,
7353718,ur.01367521232.36; ur.016665706217.45,186,56,1,research_subproject_pi,9305872; 9525817; 9561048; 9759810; 9759864; 9759866,P30CA125123,n,n,,,8,9.1,12,,Multiple,73,3,66,55,19,,,,43,42,1,,,,,
6074450,ur.01216060406.79,300,66,1,project_pi,10158019; 10398224; 9802599; 9938519,R01CA241762,n,n,,,12,17.3,21.4,,Multiple,100,4,103,103,3,,,,43,42,1,,,,,
6849698,ur.0644324362.10,331,81,1,project_pi,10221341; 10688351,U01CA260476,n,n,,,16,21.7,26.1,,Multiple,106,7,81,80,5,,,,43,42,1,,,,,
6419260,ur.01235470326.20,173,93,6,project_pi,10059190; 10500899; 9877708,R01CA274411; R21CA239127,n,n,,,5,6,6.1,,Multiple,68,1,23,22,4,,,,44,43,1,,,,,
1950718,ur.0577124046.06; ur.013747340154.94,256,66,2,project_pi,10219184; 10471182; 9667778; 9986712,R01CA227115,n,n,,,14,17.2,30.7,,Multiple,151,1,188,187,6,,,,44,43,1,,,,,
10886567,ur.015213161567.60,98,45,1,project_pi,10375661; 10485851; 9922872,U01CA152662,n,n,,,9,10.3,11.3,,Multiple,88,1,38,38,1,,,,44,43,1,,,,,
8449691,ur.010204310737.45,155,68,3,project_pi,10173720; 10410522; 10598777; 9883275,R01CA236814,n,n,,,10,10.8,12.1,,Multiple,63,1,43,42,1,,,,44,43,1,,,,,
8769686,ur.010623474077.54,139,51,1,project_pi,10074045; 10148413; 10249355; 10400691; 9252983; 9441725; 9677122; 9763770,U24CA196175,n,n,,,12,11.9,13.8,,Multiple,109,1,70,68,2,,,,44,43,1,,,,,
8217562,ur.01237320161.30,250,58,1,project_pi,10441776,R01CA262265,n,n,,,8,9.9,11.9,,Multiple,137,1,91,91,1,,,,44,43,1,,,,,
14903044,ur.01317410670.60,118,48,1,project_pi,10421100,R01CA270157,n,n,,,12,31.9,45.5,,Multiple,91,1,62,62,1,,,,44,43,1,,,,,
9389403,ur.0626316507.53,92,49,4,project_pi,10086419; 10464410; 9237206; 9310754; 9451241; 9454432; 9654709; 9671360; 9870881,R01CA142698; R01CA208244; R01CA264900,n,n,,,11,11.4,12.3,,Multiple,74,1,84,81,4,,,,44,43,1,,,,,
6569605,ur.010511471377.03,267,73,1,project_pi,10145601; 9471276; 9670757; 9899213,U01CA224766,n,n,,,13,15.8,17,,Multiple,92,1,90,89,2,,,,44,43,1,,,,,
1877083,ur.01244765354.89,144,47,1,project_pi,10079018; 10322414; 9448552; 9625618; 9831392; 9836809,R01CA216922,n,n,,,10,36.9,90.3,,Multiple,84,1,228,228,1,,,,44,43,1,,,,,
9397012,ur.01270503520.70,322,50,1,project_pi,WITHHELDAPPL85; 10685029,R01CA269950,n,n,,,8,10.5,18,,Multiple,139,1,97,97,1,,,,44,43,1,,,,,
14645254,ur.01034157747.06,164,45,2,project_pi,10158000; 10331083,R01CA177292,n,n,,,13,12.8,14.7,,Multiple,142,1,47,47,1,,,,44,43,1,,,,,
1884664,ur.014227025737.12,72,64,4,project_pi,10226230; 10447804; 10498347; 9388655; 9544175; 9754639; 9982058,R01CA272484; R35CA220340,n,n,,,8,10.9,11.4,,Multiple,48,2,43,43,4,,,,44,43,1,,,,,
10817406,ur.01231703052.02,82,44,8,project_pi,10040568; 10214568; 10263936; 10301442; 10454943; 10476290; 10509910; 9198846; 9469753; 9590102; 9624428; 9761506; 9979799,R01CA247307; R21CA191711; R21CA218309; R21CA256694; R21CA273782; R37CA231522,n,n,,,7.5,7.6,7.5,,Multiple,77,2,19,19,2,,,,44,43,1,,,,,
10369953,ur.0724531501.40,134,56,1,research_subproject_pi,10224125; 10478875; 9570361; 9766232; 9981698,P50CA221747,n,n,,,8,10.2,12,,Multiple,76,2,68,67,5,,,,44,43,1,,,,,
1860700,ur.01072022240.25,132,59,3,project_pi,10101491; 10330964; 10360465; 10521016; 9215639; 9437685; 9674890; 9764678; 9894737; 9899593,P30CA016520; R01CA078831; R35CA263922,n,n,,,10,11.8,15,,Multiple,72,2,93,83,16,,,,44,43,1,,,,,
8606692,ur.010701305557.83,139,84,4,project_pi,10054976; 10063486; 10307591; 10317055; 10386172; 9446038; 9618672; 9847788; 9914466,R01CA215481; R01CA247231; R01CA260900,n,n,,,9,9.4,9.1,,Multiple,68,2,70,69,3,,,,44,43,1,,,,,
2092536,ur.0642354000.63; ur.011016163457.50,196,44,1,project_pi,10375043,R01CA258248,n,n,,,11,13.3,14.8,,Multiple,150,2,74,74,3,,,,44,43,1,,,,,
8089464,ur.015163326167.12,128,48,1,project_pi,9262188; 9452911,R33CA202867,n,n,,,9.5,11,12.7,,Multiple,102,1,58,58,1,,,,45,44,1,,,,,
15526768,ur.01176531455.34,260,45,1,project_pi,10301696; 10489320,U01CA206110,n,n,,,13,14.3,23.5,,Multiple,69,1,44,44,6,,,,45,44,1,,,,,
10403983,ur.01123176265.10; ur.015624204333.00,163,51,1,research_subproject_pi,10242161; 10456962; 9753138; 9998909,P50CA107399,n,n,,,13,13.4,15.2,,Multiple,131,1,60,59,5,,,,45,44,1,,,,,
9035617,ur.0661241620.11,203,49,2,project_pi,9263895; 9477472,R01CA175353,n,n,,,11,13.7,18.1,,Multiple,132,1,151,151,2,,,,45,44,1,,,,,
8053642,ur.01205744651.24,145,69,6,project_pi,10094205; 10167643; 10304429; 10470867; 9247710; 9382387; 9503702; 9688487; 9929559; 9974038,R01CA169604; R01CA211916; R01CA237029; R35CA264619,n,n,,,8,9.2,10.6,,Multiple,77,1,76,71,5,,,,45,44,1,,,,,
6824984,ur.01220740376.53; ur.012404741132.65,75,51,4,project_pi,10116289; 10121044; 10143452; 10243814; 10243836; 10248410; 10292716; 10308725; 10378561; 10406420; 10463748; 10538385; 9228935; 9269995; 9305016; 9378880; 9378882; 9439706; 9487922; 9596540; 9616907; 9617430; 9632001; 9689400; 9772376; 9883723; 9983614,P30CA021765; R01CA113794; R01CA172152,n,n,,,13,16.6,19.6,,Multiple,58,1,112,104,10,,,,45,44,1,,,,,
8253594,ur.01123225666.84,68,49,1,project_pi,10508642,R21CA273506,n,n,,,10,10.8,10.8,,Multiple,61,1,14,13,1,,,,45,44,1,,,,,
9342473,ur.01025205011.82,130,51,1,project_pi,9225183; 9552376; 9552377; 9552378; 9552379; 9552380; 9659186,UM1CA186691,n,n,,,14,16.2,15.3,,Multiple,101,1,61,60,3,,,,45,44,1,,,,,
12592741,ur.0761572321.87,145,56,1,project_pi,10357439,R21CA259932,n,n,,,14,13.8,17,,Multiple,113,1,81,81,1,,,,45,44,1,,,,,
10294114,ur.01217766763.82,80,44,1,project_pi,9303309; 9513482; 9712881; 9916241; 9961498,R01CA201112,n,n,,,7,37.6,62.8,,Multiple,79,1,107,107,1,,,,45,44,1,,,,,
8709300,ur.01061506453.11,81,46,2,project_pi,9354417; 9546397; 9762878; 9984311,R50CA211481,n,n,,,8,8.6,9.4,,Multiple,73,1,49,40,10,,,,45,44,1,,,,,
10222002,ur.014411157232.66; ur.01214666073.71,93,48,2,project_pi,10246934; 9421826; 9568735; 9768984; 9996512,R50CA211447,n,n,,,10,10.9,11.9,,Multiple,81,1,51,35,25,,,,45,44,1,,,,,
10842735,ur.0734035230.66,442,48,1,project_pi,10301455; 10632254; 9932727,UM1CA186644,n,n,,,14,15.3,28,,Multiple,266,1,126,122,6,,,,45,44,1,,,,,
9962431,ur.01315446006.09,136,44,1,project_pi,10098865; 10308449,R01CA255721,n,n,,,12,12.8,16.1,,Multiple,136,1,57,57,2,,,,45,44,1,,,,,
1887701,ur.01332255250.64,142,48,2,project_pi,10073344; 10224565; 10319546; 9327992; 9538153; 9642412; 9841925; 9952722,R01CA234600; U01CA199252,n,n,,,10,11.9,14.4,,Multiple,91,2,89,89,2,,,,45,44,1,,,,,
8704112,ur.0707473665.13,323,94,7,project_pi,9335792; 9552075,R01CA177562,n,n,,,5,5.5,7.5,,Multiple,88,2,43,43,2,,,,45,44,1,,,,,
8373852,ur.013035454452.46,87,44,1,project_pi,9306075; 9514093; 9514099; 9748437; 9748444,P01CA190193,n,n,,,8,9,9.9,,Multiple,82,2,14,14,5,,,,45,44,1,,,,,
15751246,ur.0750504721.74,191,69,1,project_pi,10017212; 10131929; 10166395; 10226223; 10310982; 10411453; 10469352; 10524226; 10533625; 10622300; 10700197; 9824404,U54CA242646,n,n,,,9,10.7,12.7,,Multiple,71,2,25,24,3,,,,45,44,1,,,,,
10658630,ur.0616114764.18,159,45,1,project_pi,10338639,R01CA266900,n,n,,,9,10.9,12.3,,Multiple,135,2,58,58,1,,,,45,44,1,,,,,
1882915,ur.01177121163.08,118,52,1,research_subproject_pi,10197004; 10485992; 9719036; 9932948,P01CA225618,n,n,,,13,13.7,15.1,,Multiple,87,2,61,61,4,,,,45,44,1,,,,,
1870620,ur.01133271174.43; ur.015726570652.26,209,76,4,project_pi,9305944; 9512789; 9717220; 9930552,R01CA202697,n,n,,,6,6.5,7.3,,Multiple,62,6,31,28,6,,,,45,44,1,,,,,
8662897,ur.0747214270.58,143,53,1,project_pi,10073664; 10172230; 10226354; 10380896; 9254516; 9481824; 9670743; 9763767,U24CA196171,n,n,,,8,11,15,,Multiple,96,1,74,70,5,,,,46,45,1,,,,,
1901449,ur.01232406054.52,105,51,1,research_subproject_pi,10225553; 9357420; 9543455; 9752978; 9983050,P50CA211015,n,n,,,10,12.1,16.5,,Multiple,69,1,59,59,6,,,,46,45,1,,,,,
11267674,ur.01135753227.45,64,46,2,project_pi,10552336,UG3CA275681,n,n,,,9.5,10.8,10.7,,Multiple,62,1,43,42,3,,,,46,45,1,,,,,
6182845,ur.015235326107.71,94,48,5,project_pi,10058057; 10204960; 10418748; 9704651; 9924528,P30CA051008; R01CA233619,n,n,,,11,13.2,14.6,,Multiple,77,1,69,62,7,,,,46,45,1,,,,,
1885647,ur.01347176202.20; ur.07375255603.35,163,74,2,project_pi,9324127; 9552039,R01CA070375,n,n,,,8,9.2,10.6,,Multiple,56,1,21,21,1,,,,46,45,1,,,,,
12311821,ur.01270575166.17,146,51,2,project_pi,10104991; 10379372,R01CA177684,n,n,,,9,12.2,15.2,,Multiple,95,1,61,61,1,,,,46,45,1,,,,,
10289148,ur.0702375544.29,108,50,1,project_pi,10009287; 10241264; 10472577; 9662180,R01CA225945,n,n,,,12,15.1,19.9,,Multiple,83,1,65,65,1,,,,46,45,1,,,,,
8807436,ur.01145257432.64,91,67,3,project_pi,10136888; 10310511; 9262177; 9458142; 9695176,R01CA204636; R01CA243456,n,n,,,7,8.6,8.6,,Multiple,56,1,50,41,16,,,,46,45,1,,,,,
14635970,ur.01267236165.53,157,54,1,project_pi,10522409,R01CA256877,n,n,,,8,8.4,9.8,,Multiple,102,1,38,37,1,,,,46,45,1,,,,,
1862148,ur.01372464242.72,101,53,2,project_pi,9247147; 9462658; 9482087; 9669160,U10CA180888,n,n,,,8,9,10.5,,Multiple,66,1,72,71,2,,,,46,45,1,,,,,
11491230,ur.01057056170.75; ur.01101365251.41,96,69,3,project_pi,10018840; 10227991; 10394016; 10399859; 9336278; 9547782; 9872602,R00CA187460; R01CA239308,n,n,,,5,5.4,5.2,,Multiple,59,1,29,29,1,,,,46,45,1,,,,,
10295556,ur.01333601035.15,100,59,5,project_pi,10115643; 10222596; 10297173; 10380170; 10434148; 10456079; 10503200; 9596087; 9738861; 9751231; 9893848; 9985035,R01CA222517; R01CA229773; R01CA249678; R01CA273106,n,n,,,9,11.7,13,,Multiple,68,1,75,75,1,,,,46,45,1,,,,,
6713387,ur.013701724657.77,244,48,1,project_pi,10050640; 10050644; 10133520; 10160102; 10199682; 10225725; 10245633; 10245656; 10332907; 10332910; 10332911; 10332912; 10332913; 10371494; 10409393; 10439981; 10578257; 9429042; 9650701; 9657652; 9758944; 9837650; 9867627; 9921799; 9933418; 9933512; 9963563; 9996949,P30CA046934,n,n,,,10,14.1,23.7,,Multiple,143,1,72,71,1,,,,46,45,1,,,,,
9075379,ur.015660156740.52; ur.01202224161.05,202,58,2,project_pi,10128406; 10377576; 9739546; 9906184,R01CA222918,n,n,,,11,11.6,13.5,,Multiple,127,1,68,68,1,,,,46,45,1,,,,,
1896674,ur.01165375563.88,166,46,2,project_pi,10044714; 10077544; 10278557; 10321912; 10460543; 9274086; 9667843; 9840875,R01CA168863; R01CA262580,n,n,,,9.5,11.3,14.6,,Multiple,115,1,69,69,1,,,,46,45,1,,,,,
